c_personid,c_index_year,c_index_year_type_code,c_index_year_source_id,c_female,c_index_addr_id,c_index_addr_type_code,c_ethnicity_code,c_household_status_code,c_birthyear,c_death_age,c_fl_earliest_year,c_fl_latest_year,c_surname_chn,c_dy,c_choronym_code,c_self_bio
0,,,,0.0,,,,,,,0.0,0.0,未,0.0,,0.0
1,1042.0,1.0,,0.0,,,0.0,0.0,1042.0,63.0,,,安,15.0,0.0,1.0
2,1072.0,11.0,1.0,0.0,100430.0,1.0,0.0,0.0,0.0,0.0,,,安,15.0,0.0,0.0
3,1065.0,12.0,3001.0,0.0,100658.0,1.0,0.0,0.0,,75.0,,,安,15.0,0.0,1.0
4,955.0,1.0,,0.0,12853.0,1.0,0.0,0.0,955.0,64.0,,,查,15.0,0.0,1.0
5,1121.0,5.0,,0.0,100395.0,1.0,0.0,0.0,0.0,0.0,1151.0,,查,15.0,0.0,1.0
6,934.0,1.0,,0.0,100449.0,1.0,0.0,0.0,934.0,71.0,,,柴,15.0,41.0,1.0
7,1070.0,5.0,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,柴,15.0,0.0,0.0
8,,,,0.0,,,0.0,0.0,0.0,0.0,,,常,15.0,0.0,0.0
9,,,,0.0,,,0.0,0.0,0.0,0.0,,,常,15.0,0.0,0.0
10,1091.0,29.0,,0.0,12889.0,1.0,0.0,0.0,,,,,晁,15.0,45.0,1.0
11,1105.0,1.0,,0.0,12889.0,1.0,1.0,0.0,1105.0,76.0,,,晁,15.0,45.0,1.0
12,1084.0,13.0,,0.0,100513.0,1.0,0.0,0.0,0.0,0.0,1126.0,,晁,15.0,45.0,1.0
13,1049.0,1.0,,0.0,11263.0,1.0,0.0,0.0,1049.0,57.0,,,晁,15.0,45.0,1.0
14,1035.0,1.0,,0.0,100658.0,1.0,0.0,0.0,1035.0,0.0,,,晁,15.0,45.0,1.0
15,1020.0,19.0,,0.0,11478.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
16,1027.0,5.0,,0.0,11478.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
17,1014.0,1.0,,0.0,11478.0,1.0,0.0,0.0,1014.0,81.0,,,陳,15.0,0.0,1.0
18,1020.0,19.0,,0.0,11478.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
19,1046.0,5.0,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
20,1079.0,1.0,,0.0,12696.0,1.0,0.0,0.0,1079.0,0.0,,,陳,15.0,0.0,0.0
21,1016.0,5.0,,0.0,13892.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
22,1067.0,29.0,,0.0,100088.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
23,,,,0.0,,,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
24,1087.0,11.0,7128.0,0.0,13921.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,45.0,0.0
25,986.0,29.0,,0.0,11243.0,1.0,0.0,0.0,,,,,陳,15.0,0.0,1.0
26,1080.0,11.0,14328.0,0.0,100011.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,24.0,0.0
27,963.0,11.0,8058.0,0.0,11263.0,1.0,0.0,0.0,0.0,0.0,1029.0,1040.0,夏侯,15.0,0.0,1.0
28,970.0,5.0,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
29,1082.0,5.0,,0.0,12781.0,1.0,0.0,0.0,,64.0,,,陳,15.0,0.0,1.0
30,,,,0.0,,,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
31,1081.0,1.0,,0.0,13897.0,1.0,0.0,0.0,1081.0,53.0,1131.0,1132.0,陳,15.0,0.0,1.0
32,,,,0.0,,,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
33,1035.0,1.0,,0.0,100494.0,1.0,0.0,0.0,1035.0,46.0,,,陳,15.0,45.0,1.0
34,990.0,1.0,,0.0,100658.0,1.0,0.0,0.0,990.0,70.0,,,陳,15.0,45.0,1.0
35,,,,0.0,100494.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,45.0,0.0
36,1102.0,5.0,,0.0,12724.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
37,940.0,14.0,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
38,1008.0,5.0,,0.0,12718.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
39,1108.0,5.0,,0.0,100463.0,1.0,0.0,0.0,,33.0,,,陳,15.0,0.0,0.0
40,,,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
41,,,,0.0,12887.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,45.0,0.0
42,,,,0.0,100618.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
43,1027.0,5.0,,0.0,100181.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
44,,,,0.0,,,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
46,1031.0,5.0,,0.0,12882.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
47,1029.0,5.0,,0.0,100011.0,1.0,0.0,0.0,,53.0,,,陳,15.0,0.0,1.0
48,1091.0,29.0,,0.0,,,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,1.0
49,,,,0.0,,,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
50,,,,0.0,,,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
51,,,,0.0,,,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
52,,,,0.0,13871.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
53,1019.0,5.0,,0.0,100409.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
54,,,8004.0,0.0,100409.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,45.0,0.0
55,1021.0,1.0,,0.0,100409.0,1.0,0.0,0.0,1021.0,68.0,,,陳,15.0,0.0,1.0
56,955.0,1.0,,0.0,4244.0,1.0,0.0,0.0,955.0,64.0,,,陳,15.0,0.0,1.0
57,,,,0.0,,,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
58,1067.0,5.0,,0.0,12821.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
59,1012.0,13.0,99.0,0.0,100494.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,45.0,0.0
60,1098.0,5.0,,0.0,100155.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
61,1023.0,5.0,,0.0,100088.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
62,1097.0,1.0,,0.0,12887.0,1.0,0.0,0.0,1097.0,69.0,,,陳,15.0,45.0,1.0
63,1085.0,5.0,,0.0,100584.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
64,1056.0,1.0,,0.0,12706.0,1.0,0.0,0.0,1056.0,55.0,,,陳,15.0,0.0,1.0
65,,,,0.0,100228.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,1.0
66,1082.0,5.0,,0.0,100541.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
67,975.0,5.0,,0.0,11478.0,1.0,0.0,0.0,,72.0,,,陳,15.0,0.0,1.0
68,1073.0,5.0,,0.0,13872.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,45.0,0.0
69,1067.0,5.0,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
70,1101.0,1.0,,0.0,13921.0,1.0,0.0,0.0,1101.0,0.0,,,陳,15.0,45.0,1.0
71,,,,0.0,,,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
72,1108.0,5.0,,0.0,13869.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
73,,,,0.0,,,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
74,1076.0,5.0,,0.0,100055.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,45.0,0.0
75,,,,0.0,,,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
76,1030.0,11.0,7126.0,0.0,100409.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,45.0,0.0
77,1011.0,1.0,,0.0,100011.0,1.0,0.0,0.0,1011.0,69.0,,,陳,15.0,24.0,1.0
78,953.0,1.0,,0.0,13921.0,1.0,0.0,0.0,953.0,64.0,,,陳,15.0,45.0,1.0
79,1046.0,5.0,,0.0,13890.0,1.0,0.0,0.0,,69.0,,,陳,15.0,0.0,1.0
80,1025.0,11.0,3056.0,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,45.0,0.0
81,1087.0,13.0,,0.0,12820.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
82,1097.0,1.0,,0.0,100181.0,1.0,0.0,0.0,1097.0,62.0,,,陳,15.0,0.0,1.0
83,947.0,5.0,,0.0,100658.0,1.0,0.0,0.0,,59.0,,,陳,15.0,45.0,1.0
84,1082.0,5.0,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
85,1012.0,1.0,,0.0,100494.0,1.0,0.0,0.0,1012.0,79.0,,,陳,15.0,45.0,1.0
86,1030.0,12.0,3091.0,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
87,1067.0,5.0,,0.0,100618.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
88,,,,0.0,100011.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
89,1090.0,1.0,,0.0,12761.0,1.0,0.0,0.0,1090.0,66.0,,,陳,15.0,0.0,1.0
90,,,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,1.0
91,1016.0,13.0,,0.0,100228.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
92,912.0,1.0,,0.0,12451.0,1.0,0.0,0.0,912.0,73.0,,,陳,15.0,0.0,1.0
93,968.0,29.0,,0.0,100228.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
94,1034.0,29.0,,0.0,13870.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,45.0,0.0
95,982.0,5.0,,0.0,12655.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
96,937.0,29.0,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
97,961.0,1.0,,0.0,100494.0,1.0,0.0,0.0,961.0,57.0,,,陳,15.0,45.0,1.0
98,963.0,1.0,,0.0,100494.0,1.0,0.0,0.0,963.0,82.0,,,陳,15.0,45.0,1.0
99,970.0,5.0,,0.0,100494.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,45.0,0.0
100,,,,0.0,11574.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
101,1072.0,12.0,14211.0,0.0,100549.0,1.0,0.0,0.0,,59.0,,,陳,15.0,45.0,1.0
102,1058.0,1.0,,0.0,12690.0,1.0,0.0,0.0,1058.0,72.0,,,陳,15.0,0.0,1.0
103,1051.0,11.0,55.0,0.0,100409.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
104,998.0,13.0,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
105,998.0,12.0,26496.0,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
106,,,,0.0,,,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
107,,,,0.0,,,0.0,0.0,0.0,0.0,,,陳,15.0,0.0,0.0
108,973.0,1.0,,0.0,100664.0,1.0,0.0,0.0,973.0,40.0,,,陳,15.0,0.0,1.0
109,,,,0.0,13922.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,0.0,0.0
110,,,,0.0,13922.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,0.0,1.0
111,1031.0,5.0,,0.0,12879.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,83.0,1.0
112,1031.0,11.0,3100.0,0.0,13305.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,55.0,1.0
113,1027.0,5.0,,0.0,13305.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,55.0,1.0
114,1031.0,11.0,3100.0,0.0,13305.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,55.0,1.0
115,,,,0.0,,,0.0,0.0,0.0,0.0,,,程,15.0,0.0,1.0
116,997.0,1.0,,0.0,100610.0,1.0,0.0,0.0,997.0,70.0,,,程,15.0,53.0,1.0
117,1089.0,1.0,,0.0,12879.0,1.0,0.0,0.0,1089.0,69.0,,,程,15.0,83.0,1.0
118,988.0,1.0,,0.0,100409.0,1.0,0.0,0.0,988.0,69.0,,,程,15.0,36.0,1.0
119,1068.0,1.0,,0.0,12857.0,1.0,0.0,0.0,1068.0,78.0,,,程,15.0,83.0,1.0
120,,,,0.0,,,0.0,0.0,0.0,0.0,,,程,15.0,0.0,0.0
121,1023.0,5.0,,0.0,12880.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,0.0,1.0
122,1009.0,1.0,,0.0,12690.0,1.0,0.0,0.0,1009.0,78.0,,,程,15.0,83.0,1.0
123,1018.0,11.0,118.0,0.0,100409.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,36.0,1.0
124,1071.0,13.0,,0.0,13305.0,1.0,0.0,0.0,,83.0,,,程,15.0,55.0,1.0
125,,,,0.0,13305.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,55.0,0.0
126,1088.0,5.0,,0.0,13305.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,55.0,0.0
127,,,,0.0,,,0.0,0.0,0.0,0.0,,,程,15.0,0.0,1.0
128,1087.0,1.0,,0.0,12879.0,1.0,0.0,0.0,1087.0,66.0,,,程,15.0,83.0,1.0
129,,,,0.0,100514.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,0.0,1.0
130,,,,0.0,12696.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,83.0,0.0
131,1027.0,5.0,,0.0,12879.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,83.0,1.0
132,,,,0.0,,,0.0,0.0,0.0,0.0,,,成,15.0,0.0,1.0
133,1070.0,5.0,,0.0,12796.0,1.0,0.0,0.0,0.0,0.0,1100.0,,成,15.0,0.0,1.0
134,954.0,1.0,,0.0,100357.0,1.0,0.0,0.0,954.0,68.0,,,戚,15.0,0.0,1.0
135,,,,0.0,,,0.0,0.0,0.0,0.0,,,齊,15.0,0.0,1.0
136,1046.0,5.0,,0.0,12672.0,1.0,0.0,0.0,0.0,0.0,,,強,15.0,0.0,1.0
137,,,,0.0,,,0.0,0.0,0.0,0.0,,,強,15.0,0.0,0.0
138,1037.0,5.0,,0.0,100637.0,1.0,0.0,0.0,,63.0,,,喬,15.0,0.0,1.0
139,,,,0.0,,,0.0,0.0,0.0,0.0,,,喬,15.0,0.0,0.0
140,,,,0.0,,,0.0,0.0,0.0,0.0,,,喬,15.0,0.0,0.0
141,926.0,1.0,,0.0,100073.0,1.0,0.0,0.0,926.0,76.0,,,喬,15.0,0.0,1.0
142,1007.0,11.0,8006.0,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,錢,15.0,24.0,0.0
143,1082.0,5.0,,0.0,100217.0,1.0,0.0,0.0,0.0,0.0,,,錢,15.0,0.0,0.0
144,,,,0.0,12672.0,1.0,0.0,0.0,0.0,0.0,,,錢,15.0,24.0,0.0
145,1034.0,1.0,,0.0,100658.0,1.0,0.0,0.0,1034.0,64.0,,,錢,15.0,24.0,1.0
146,969.0,5.0,,0.0,12672.0,1.0,0.0,0.0,,59.0,,,錢,15.0,24.0,0.0
147,1019.0,5.0,,0.0,12723.0,1.0,0.0,0.0,,52.0,,,錢,15.0,24.0,1.0
148,,,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,錢,15.0,24.0,0.0
149,1086.0,1.0,,0.0,12833.0,1.0,0.0,0.0,1086.0,68.0,,,錢,15.0,0.0,1.0
150,1109.0,1.0,,0.0,12672.0,1.0,0.0,0.0,1109.0,69.0,,,錢,15.0,24.0,1.0
151,,,,0.0,12793.0,1.0,0.0,0.0,0.0,0.0,,,錢,15.0,24.0,0.0
152,1050.0,1.0,,0.0,12791.0,1.0,0.0,0.0,1050.0,72.0,,,錢,15.0,0.0,1.0
153,,,,0.0,12672.0,1.0,0.0,0.0,0.0,0.0,,,錢,15.0,24.0,1.0
154,1091.0,29.0,,0.0,12830.0,1.0,0.0,0.0,0.0,0.0,,,秦,15.0,0.0,0.0
155,1023.0,5.0,,0.0,12655.0,1.0,0.0,0.0,,,,,秦,15.0,0.0,1.0
156,957.0,1.0,,0.0,12830.0,1.0,0.0,0.0,957.0,64.0,,,秦,15.0,0.0,1.0
157,1049.0,5.0,,0.0,12690.0,1.0,0.0,0.0,,,1079.0,,秦,15.0,0.0,1.0
158,,,,0.0,,,0.0,0.0,,,,,秦,15.0,0.0,1.0
159,1040.0,5.0,,0.0,100637.0,1.0,0.0,0.0,0.0,0.0,,,秦,15.0,0.0,0.0
160,1083.0,29.0,,0.0,12830.0,1.0,0.0,0.0,,,,,秦,15.0,0.0,1.0
161,,,,0.0,,,0.0,0.0,0.0,0.0,984.0,,丘,15.0,0.0,1.0
162,,,,0.0,,,0.0,0.0,0.0,0.0,,,裘,15.0,0.0,1.0
163,911.0,1.0,,0.0,11214.0,1.0,0.0,0.0,911.0,69.0,,,楚,15.0,0.0,1.0
164,1010.0,1.0,,0.0,100409.0,1.0,0.0,0.0,1010.0,81.0,,,楚,15.0,0.0,1.0
165,1080.0,1.0,,0.0,12855.0,1.0,0.0,0.0,1080.0,54.0,,,權,15.0,0.0,1.0
166,1082.0,5.0,,0.0,13894.0,1.0,0.0,0.0,0.0,0.0,,,詹,15.0,0.0,1.0
167,1093.0,1.0,,0.0,12739.0,1.0,0.0,0.0,1093.0,48.0,,,詹,15.0,0.0,1.0
168,1085.0,29.0,,0.0,12739.0,1.0,0.0,0.0,0.0,0.0,,,詹,15.0,0.0,1.0
169,1073.0,12.0,13351.0,0.0,12820.0,1.0,0.0,0.0,0.0,0.0,,,詹,15.0,0.0,1.0
170,1079.0,12.0,14962.0,0.0,12756.0,1.0,0.0,0.0,0.0,0.0,,,詹,15.0,0.0,0.0
171,1094.0,5.0,,0.0,12739.0,1.0,0.0,0.0,0.0,0.0,,,詹,15.0,0.0,0.0
172,1008.0,5.0,,0.0,13869.0,1.0,0.0,0.0,0.0,0.0,,,湛,15.0,0.0,1.0
173,1016.0,5.0,,0.0,11638.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
174,1094.0,5.0,,0.0,12780.0,1.0,0.0,0.0,,74.0,,,張,15.0,0.0,1.0
175,,,,0.0,,,0.0,0.0,0.0,90.0,,,張,15.0,0.0,1.0
176,1094.0,11.0,8018.0,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,4.0,1.0
177,1033.0,5.0,,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
178,1090.0,29.0,,0.0,12800.0,1.0,0.0,0.0,,,,,張,15.0,0.0,1.0
179,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
180,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
181,1023.0,12.0,8009.0,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,4.0,1.0
182,1102.0,13.0,,0.0,100539.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
183,943.0,1.0,,0.0,100409.0,1.0,0.0,0.0,943.0,72.0,,,張,15.0,0.0,1.0
184,1085.0,5.0,,0.0,13872.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
185,938.0,1.0,,0.0,100409.0,1.0,0.0,0.0,938.0,69.0,,,張,15.0,4.0,1.0
186,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
187,1065.0,29.0,,0.0,100359.0,1.0,0.0,0.0,,,,,張,15.0,0.0,1.0
188,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
189,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
190,1152.0,27.0,8019.0,0.0,12881.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,4.0,0.0
191,1121.0,5.0,,0.0,13344.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,72.0,0.0
192,975.0,12.0,7149.0,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
193,952.0,1.0,,0.0,11979.0,1.0,0.0,0.0,952.0,69.0,,,張,15.0,0.0,1.0
194,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
195,1027.0,11.0,11666.0,0.0,100037.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,4.0,0.0
196,957.0,1.0,,0.0,12217.0,1.0,0.0,0.0,957.0,65.0,,,張,15.0,0.0,1.0
197,1019.0,5.0,,0.0,13166.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
198,947.0,1.0,,0.0,100658.0,1.0,0.0,0.0,947.0,58.0,,,張,15.0,6.0,1.0
199,1070.0,1.0,,0.0,12881.0,1.0,0.0,0.0,1070.0,63.0,,,張,15.0,4.0,1.0
200,965.0,29.0,,0.0,100425.0,1.0,0.0,0.0,,,,,張,15.0,4.0,1.0
201,1090.0,1.0,,0.0,13921.0,1.0,0.0,0.0,1090.0,58.0,,,張,15.0,0.0,1.0
202,1022.0,28.0,245.0,0.0,13921.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
203,1040.0,5.0,,0.0,13921.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
204,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
205,1004.0,1.0,,0.0,100409.0,1.0,0.0,0.0,1004.0,77.0,,,張,15.0,4.0,1.0
206,,,,0.0,12624.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
207,1031.0,5.0,,0.0,12624.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
208,1000.0,29.0,,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,6.0,0.0
209,1063.0,21.0,,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
210,1049.0,5.0,,0.0,11214.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
211,1097.0,1.0,,0.0,100549.0,1.0,0.0,0.0,1097.0,68.0,,,張,15.0,72.0,1.0
212,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
213,996.0,23.0,,0.0,13313.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
214,1085.0,5.0,,0.0,12852.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
215,1015.0,29.0,,0.0,100370.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
216,1063.0,29.0,,0.0,12706.0,1.0,0.0,0.0,,,,,張,15.0,0.0,1.0
217,1007.0,1.0,,0.0,11214.0,1.0,0.0,0.0,1007.0,85.0,,,張,15.0,4.0,1.0
218,968.0,14.0,13753.0,0.0,12447.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,75.0,0.0
219,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
220,,,,0.0,100513.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
221,1091.0,12.0,227.0,0.0,11243.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
222,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
223,982.0,1.0,,0.0,100443.0,1.0,0.0,0.0,982.0,68.0,,,張,15.0,0.0,1.0
224,1091.0,27.0,7016.0,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,6.0,0.0
225,994.0,5.0,,0.0,12532.0,1.0,0.0,0.0,,70.0,,,張,15.0,0.0,1.0
226,970.0,14.0,,0.0,12435.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
227,1061.0,5.0,,0.0,11243.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
228,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
229,1008.0,5.0,,0.0,12690.0,1.0,0.0,0.0,,72.0,,,張,15.0,6.0,1.0
230,1033.0,5.0,,0.0,13446.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
231,1040.0,5.0,,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
232,940.0,1.0,,0.0,100658.0,1.0,0.0,0.0,940.0,56.0,,,張,15.0,0.0,1.0
233,1029.0,5.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,6.0,0.0
234,1044.0,23.0,,0.0,11450.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
235,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
236,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
237,1061.0,24.0,,0.0,100330.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
238,1073.0,27.0,298.0,0.0,100158.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,4.0,1.0
239,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
240,1058.0,5.0,,0.0,12710.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
241,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
242,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
243,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
244,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
245,962.0,5.0,,0.0,13921.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
246,1067.0,5.0,,0.0,13921.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
247,1043.0,5.0,,0.0,100179.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
248,1056.0,1.0,,0.0,12435.0,1.0,0.0,0.0,1056.0,54.0,,,張,15.0,0.0,1.0
249,969.0,11.0,8013.0,0.0,11143.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,6.0,0.0
250,988.0,1.0,,0.0,11214.0,1.0,0.0,0.0,988.0,65.0,,,張,15.0,4.0,1.0
251,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
252,1083.0,1.0,,0.0,12706.0,1.0,0.0,0.0,1083.0,84.0,,,張,15.0,6.0,1.0
253,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
254,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
255,1062.0,1.0,,0.0,12881.0,1.0,0.0,0.0,1062.0,60.0,,,張,15.0,4.0,1.0
