c_personid,c_index_year,c_index_year_type_code,c_index_year_source_id,c_female,c_index_addr_id,c_index_addr_type_code,c_ethnicity_code,c_household_status_code,c_birthyear,c_death_age,c_fl_earliest_year,c_fl_latest_year,c_surname_chn,c_dy,c_choronym_code,c_self_bio
714,1097.0,1.0,,0.0,100548.0,1.0,0.0,0.0,1097.0,69.0,,,向,15.0,8.0,1.0
715,1086.0,1.0,,0.0,100424.0,1.0,0.0,0.0,1086.0,68.0,,,向,15.0,8.0,1.0
716,1086.0,1.0,,0.0,12781.0,1.0,0.0,0.0,1086.0,72.0,,,蕭,15.0,0.0,1.0
717,,,,0.0,,,0.0,0.0,0.0,0.0,,,蕭,15.0,0.0,0.0
718,1002.0,1.0,,0.0,100211.0,1.0,0.0,0.0,1002.0,65.0,,,蕭,15.0,71.0,1.0
719,985.0,5.0,,0.0,100211.0,1.0,0.0,0.0,0.0,0.0,,,蕭,15.0,71.0,1.0
720,,,,0.0,,,0.0,0.0,0.0,0.0,,,蕭,15.0,0.0,0.0
721,1094.0,5.0,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,蕭,15.0,0.0,0.0
722,1027.0,5.0,,0.0,,,0.0,0.0,0.0,0.0,,,蕭,15.0,0.0,1.0
723,989.0,1.0,,0.0,100080.0,1.0,0.0,0.0,989.0,54.0,,,蕭,15.0,71.0,1.0
724,,,,0.0,,,0.0,0.0,0.0,0.0,,,蕭,15.0,0.0,0.0
725,,,,0.0,11149.0,1.0,0.0,0.0,0.0,0.0,,,謝,15.0,0.0,1.0
726,1101.0,12.0,8059.0,0.0,11487.0,1.0,0.0,0.0,0.0,0.0,,,謝,15.0,0.0,1.0
727,994.0,1.0,,0.0,11311.0,1.0,0.0,0.0,994.0,46.0,,,謝,15.0,2.0,1.0
728,1019.0,5.0,,0.0,100679.0,1.0,0.0,0.0,,77.0,,,謝,15.0,2.0,1.0
729,1019.0,5.0,,0.0,100228.0,1.0,0.0,0.0,0.0,0.0,,,謝,15.0,0.0,0.0
730,,,,0.0,,,0.0,0.0,0.0,0.0,,,謝,15.0,0.0,0.0
731,1082.0,5.0,,0.0,,,0.0,0.0,0.0,0.0,,,謝,15.0,0.0,0.0
732,950.0,1.0,,0.0,12852.0,1.0,0.0,0.0,950.0,63.0,,,謝,15.0,2.0,1.0
733,953.0,1.0,,0.0,13870.0,1.0,0.0,0.0,953.0,58.0,,,謝,15.0,0.0,1.0
734,,,,0.0,,,0.0,0.0,0.0,0.0,,,謝,15.0,0.0,0.0
735,1019.0,1.0,,0.0,13601.0,1.0,0.0,0.0,1019.0,69.0,,,鮮于,15.0,0.0,1.0
736,1030.0,28.0,18565.0,0.0,13603.0,1.0,0.0,0.0,0.0,0.0,,,鮮于,15.0,0.0,1.0
737,927.0,1.0,,0.0,100599.0,1.0,0.0,0.0,927.0,74.0,,,辛,15.0,15.0,1.0
738,1092.0,1.0,,0.0,100011.0,1.0,0.0,0.0,1092.0,79.0,,,辛,15.0,0.0,1.0
739,,,,0.0,12876.0,1.0,0.0,0.0,0.0,0.0,,,熊,15.0,0.0,0.0
740,1028.0,29.0,,0.0,12876.0,1.0,0.0,0.0,0.0,0.0,,,熊,15.0,0.0,1.0
741,1094.0,5.0,,0.0,12882.0,1.0,0.0,0.0,0.0,0.0,,,熊,15.0,0.0,1.0
742,1049.0,5.0,,0.0,100181.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
743,1102.0,5.0,,0.0,12917.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,0.0
744,,,,0.0,11273.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
745,1037.0,14.0,,0.0,11214.0,1.0,0.0,0.0,,66.0,,,徐,15.0,0.0,1.0
746,1052.0,5.0,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
747,1103.0,27.0,753.0,0.0,12917.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,0.0
748,1012.0,5.0,,0.0,13894.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
749,1060.0,29.0,,0.0,100677.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
750,1061.0,23.0,,0.0,12829.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,0.0
751,,,,0.0,12917.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,0.0
752,1046.0,5.0,,0.0,12886.0,1.0,0.0,0.0,0.0,0.0,1076.0,,徐,15.0,0.0,1.0
753,1043.0,1.0,,0.0,12917.0,1.0,0.0,0.0,1043.0,40.0,,,徐,15.0,0.0,1.0
754,947.0,5.0,,0.0,11273.0,1.0,0.0,0.0,,53.0,,,徐,15.0,0.0,1.0
755,1061.0,13.0,,0.0,12624.0,1.0,0.0,0.0,0.0,0.0,,,徐,6.0,0.0,1.0
756,,,,0.0,12917.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
757,1105.0,5.0,,0.0,12886.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
758,1067.0,5.0,,0.0,12880.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,0.0
759,,,,0.0,,,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,0.0
760,1067.0,5.0,,0.0,12880.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
761,,,,0.0,12793.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
762,,,,0.0,,,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,0.0
763,1091.0,5.0,,0.0,100677.0,1.0,0.0,0.0,0.0,80.0,,,徐,15.0,0.0,1.0
764,967.0,29.0,,0.0,100677.0,1.0,0.0,0.0,,,,,徐,15.0,0.0,1.0
765,,,,0.0,100677.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,0.0
766,,,,0.0,,,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
767,1079.0,5.0,,0.0,12537.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,0.0
768,,,,0.0,100463.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
769,,,,0.0,,,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,0.0
770,989.0,5.0,,0.0,100181.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
771,,,,0.0,,,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,0.0
772,,,,0.0,,,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
773,1130.0,1.0,,0.0,100584.0,1.0,0.0,0.0,1130.0,66.0,,,徐,15.0,0.0,1.0
774,1040.0,5.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
775,1072.0,14.0,,0.0,12917.0,1.0,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,1.0
776,,,,0.0,,,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,0.0
777,,,,0.0,,,0.0,0.0,0.0,0.0,,,徐,15.0,0.0,0.0
778,1021.0,29.0,,0.0,100550.0,1.0,0.0,0.0,,,,,許,15.0,0.0,1.0
779,,,,0.0,,,0.0,0.0,0.0,0.0,,,許,15.0,0.0,0.0
780,1054.0,1.0,,0.0,12888.0,1.0,0.0,0.0,1054.0,62.0,,,許,15.0,0.0,1.0
781,1037.0,1.0,,0.0,13869.0,1.0,0.0,0.0,1037.0,75.0,,,許,15.0,66.0,1.0
782,,,,0.0,,,0.0,0.0,0.0,0.0,,,許,15.0,0.0,0.0
783,930.0,1.0,,0.0,11143.0,1.0,0.0,0.0,930.0,61.0,,,許,15.0,0.0,1.0
784,943.0,1.0,,0.0,11214.0,1.0,0.0,0.0,943.0,57.0,,,許,15.0,0.0,1.0
785,1091.0,5.0,,0.0,100550.0,1.0,0.0,0.0,0.0,0.0,1121.0,1141.0,許,15.0,0.0,1.0
786,1016.0,5.0,,0.0,100022.0,1.0,0.0,0.0,0.0,0.0,1046.0,,許,15.0,0.0,1.0
787,980.0,5.0,,0.0,100447.0,1.0,0.0,0.0,0.0,0.0,1009.0,,許,15.0,0.0,1.0
788,959.0,13.0,,0.0,12841.0,1.0,0.0,0.0,,57.0,968.0,1010.0,許,15.0,66.0,1.0
789,1040.0,5.0,,0.0,13294.0,1.0,0.0,0.0,0.0,0.0,,,許,15.0,0.0,0.0
790,,,,0.0,,,0.0,0.0,0.0,0.0,,,許,15.0,0.0,0.0
791,,,,0.0,11903.0,1.0,0.0,0.0,0.0,,,,許,15.0,0.0,1.0
792,973.0,11.0,784.0,0.0,11214.0,1.0,0.0,0.0,0.0,0.0,,,許,15.0,0.0,1.0
793,1087.0,7.0,,0.0,100011.0,1.0,0.0,0.0,,58.0,1114.0,,許,15.0,0.0,1.0
794,1040.0,5.0,,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,1070.0,1092.0,許,15.0,0.0,1.0
795,994.0,5.0,,0.0,100464.0,1.0,0.0,0.0,0.0,,1024.0,1079.0,許,15.0,0.0,1.0
796,1082.0,5.0,,0.0,12880.0,1.0,0.0,0.0,0.0,,1112.0,1163.0,許,15.0,0.0,1.0
797,989.0,1.0,,0.0,12841.0,1.0,0.0,0.0,989.0,69.0,,,許,15.0,66.0,1.0
798,1106.0,14.0,,0.0,13446.0,1.0,0.0,0.0,0.0,0.0,,,續,15.0,0.0,1.0
799,905.0,5.0,,0.0,100658.0,1.0,0.0,0.0,,70.0,,,薛,15.0,0.0,1.0
800,1013.0,27.0,809.0,0.0,11903.0,1.0,0.0,0.0,,66.0,,,薛,15.0,34.0,1.0
801,,,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,薛,15.0,0.0,0.0
802,,,,0.0,,,0.0,0.0,0.0,0.0,,,薛,15.0,0.0,0.0
803,967.0,1.0,,0.0,12268.0,1.0,0.0,0.0,967.0,68.0,,,薛,15.0,34.0,1.0
804,1073.0,5.0,,0.0,12782.0,1.0,0.0,0.0,0.0,0.0,,,薛,15.0,34.0,1.0
805,1116.0,1.0,,0.0,12782.0,1.0,0.0,0.0,1116.0,70.0,,,薛,15.0,34.0,1.0
806,1088.0,1.0,,0.0,12780.0,1.0,0.0,0.0,1088.0,63.0,,,薛,15.0,34.0,1.0
807,1010.0,27.0,810.0,0.0,13291.0,1.0,0.0,0.0,0.0,0.0,,,薛,15.0,98.0,1.0
808,968.0,13.0,,0.0,11928.0,1.0,0.0,0.0,0.0,0.0,,,薛,15.0,34.0,1.0
809,953.0,1.0,,0.0,11903.0,1.0,0.0,0.0,953.0,73.0,,,薛,15.0,34.0,1.0
810,950.0,1.0,,0.0,13291.0,1.0,0.0,0.0,950.0,74.0,,,薛,15.0,98.0,0.0
811,1016.0,5.0,,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,,,胡,15.0,1.0,0.0
812,,,,0.0,,,0.0,0.0,0.0,0.0,,,胡,15.0,0.0,0.0
813,,,,0.0,,,0.0,0.0,0.0,0.0,,,胡,15.0,0.0,0.0
814,,,,0.0,,,0.0,0.0,0.0,0.0,,,胡,15.0,0.0,0.0
815,1068.0,29.0,,0.0,12915.0,1.0,0.0,0.0,0.0,0.0,1119.0,,胡,15.0,0.0,1.0
816,,,,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,,,胡,15.0,1.0,0.0
817,,,,0.0,100217.0,1.0,0.0,0.0,0.0,0.0,,,胡,15.0,0.0,0.0
818,1058.0,1.0,,0.0,12723.0,1.0,0.0,0.0,1058.0,51.0,,,胡,15.0,1.0,1.0
819,,,,0.0,,,0.0,0.0,0.0,0.0,,,胡,15.0,0.0,0.0
820,1011.0,24.0,18869.0,0.0,100659.0,1.0,0.0,0.0,,87.0,984.0,1023.0,胡,15.0,0.0,1.0
821,,,,0.0,,,0.0,0.0,0.0,0.0,,,胡,15.0,0.0,0.0
822,1040.0,5.0,,0.0,13918.0,1.0,0.0,0.0,0.0,0.0,1070.0,1086.0,胡,15.0,0.0,1.0
823,1094.0,5.0,,0.0,12811.0,1.0,0.0,0.0,0.0,0.0,1124.0,,胡,15.0,0.0,1.0
824,,,,0.0,,,0.0,0.0,0.0,0.0,1114.0,,胡,15.0,0.0,1.0
825,1079.0,5.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,胡,15.0,0.0,0.0
826,1087.0,1.0,,0.0,12723.0,1.0,0.0,0.0,1087.0,60.0,,,胡,15.0,0.0,1.0
827,,,,0.0,,,0.0,0.0,0.0,0.0,,,胡,15.0,0.0,0.0
828,948.0,5.0,,0.0,100432.0,1.0,0.0,0.0,0.0,0.0,978.0,1027.0,胡,15.0,0.0,1.0
829,963.0,1.0,,0.0,12789.0,1.0,0.0,0.0,963.0,77.0,,,胡,15.0,0.0,1.0
830,1045.0,29.0,,0.0,12723.0,1.0,0.0,0.0,,,1094.0,1107.0,胡,15.0,1.0,1.0
831,1031.0,5.0,,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,1061.0,,胡,15.0,1.0,1.0
832,1035.0,5.0,8064.0,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,,1100.0,胡,15.0,1.0,1.0
833,1029.0,1.0,,0.0,12723.0,1.0,0.0,0.0,1029.0,66.0,,,胡,15.0,1.0,1.0
834,1099.0,23.0,,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,1155.0,,胡,15.0,0.0,1.0
835,,,,0.0,,,0.0,0.0,0.0,0.0,,,胡,15.0,0.0,0.0
836,1073.0,5.0,,0.0,100677.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,0.0
837,1073.0,29.0,,0.0,100577.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,0.0
838,1031.0,5.0,,0.0,12975.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,1.0
839,,,,0.0,,,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,1.0
840,959.0,5.0,,0.0,13892.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,84.0,0.0
841,,,,0.0,,,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,0.0
842,1085.0,5.0,,0.0,100463.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,0.0
843,1096.0,1.0,,0.0,100577.0,1.0,0.0,0.0,1096.0,85.0,,,黃,15.0,0.0,1.0
844,1027.0,5.0,,0.0,11501.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,84.0,1.0
845,1021.0,1.0,,0.0,12634.0,1.0,0.0,0.0,1021.0,65.0,,,黃,15.0,84.0,1.0
846,1105.0,27.0,7111.0,0.0,12917.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,32.0,1.0
847,,,,0.0,100577.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,84.0,1.0
848,,,,0.0,,,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,0.0
849,,,,0.0,13908.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,1.0
850,1070.0,5.0,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,0.0
851,1031.0,5.0,,0.0,12917.0,1.0,0.0,0.0,,59.0,,,黃,15.0,32.0,1.0
852,,,,0.0,,,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,0.0
853,1044.0,1.0,,0.0,13918.0,1.0,0.0,0.0,1044.0,87.0,,,黃,15.0,0.0,1.0
855,,,,0.0,100037.0,1.0,0.0,0.0,0.0,0.0,,,崔,15.0,4.0,0.0
856,1061.0,5.0,,0.0,12917.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,32.0,1.0
857,,,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,0.0
858,1079.0,5.0,,0.0,13878.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,1.0
859,1094.0,5.0,,0.0,13871.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,1.0
860,,,,0.0,,,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,0.0
861,968.0,5.0,,0.0,13908.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,1.0
862,,,,0.0,,,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,1.0
863,1080.0,1.0,,0.0,12770.0,1.0,0.0,0.0,1080.0,88.0,,,黃,15.0,84.0,1.0
864,,,,0.0,,,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,0.0
865,1033.0,5.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,1.0
866,1037.0,5.0,,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,,,黃,15.0,0.0,1.0
867,,,,0.0,12589.0,1.0,0.0,0.0,0.0,0.0,1013.0,,皇甫,15.0,0.0,1.0
868,,,,0.0,,,0.0,0.0,0.0,0.0,1032.0,,皇甫,15.0,0.0,1.0
869,1049.0,1.0,,0.0,12853.0,1.0,0.0,0.0,1049.0,83.0,,,洪,15.0,0.0,1.0
870,1117.0,1.0,,0.0,12876.0,1.0,0.0,0.0,1117.0,68.0,,,洪,15.0,0.0,1.0
871,,,,0.0,,,0.0,0.0,0.0,0.0,,,霍,15.0,0.0,0.0
872,,,,0.0,,,0.0,0.0,0.0,0.0,,,霍,15.0,0.0,0.0
873,,,,0.0,,,0.0,0.0,0.0,0.0,,,霍,15.0,0.0,1.0
874,990.0,1.0,,0.0,100093.0,1.0,0.0,0.0,990.0,78.0,,,任,15.0,0.0,1.0
875,960.0,23.0,,0.0,100449.0,1.0,0.0,0.0,,60.0,,,任,15.0,13.0,1.0
876,962.0,20.0,,0.0,100449.0,1.0,0.0,0.0,0.0,0.0,,,任,15.0,13.0,0.0
877,979.0,5.0,,0.0,100449.0,1.0,0.0,0.0,,77.0,,,任,15.0,13.0,1.0
878,,,,0.0,,,0.0,0.0,0.0,0.0,,,任,15.0,0.0,0.0
879,,,,0.0,,,0.0,0.0,0.0,0.0,,,任,15.0,0.0,0.0
880,,,,0.0,,,0.0,0.0,0.0,0.0,,,任,15.0,0.0,0.0
881,1067.0,5.0,,0.0,13305.0,1.0,0.0,0.0,0.0,0.0,,,任,15.0,0.0,0.0
882,975.0,13.0,,0.0,100409.0,1.0,0.0,0.0,,78.0,,,任,15.0,13.0,1.0
883,,,,0.0,,,0.0,0.0,0.0,0.0,,,任,15.0,0.0,0.0
884,,,,0.0,,,0.0,0.0,0.0,0.0,,,任,15.0,0.0,0.0
885,1105.0,5.0,,0.0,13873.0,1.0,0.0,0.0,0.0,0.0,1135.0,,任,15.0,0.0,0.0
886,,,,0.0,,,0.0,0.0,0.0,0.0,,,任,15.0,0.0,0.0
887,,,,0.0,,,0.0,0.0,0.0,0.0,,,茹,15.0,0.0,0.0
888,1088.0,23.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,榮,15.0,86.0,1.0
889,989.0,12.0,19143.0,0.0,11264.0,1.0,0.0,0.0,,65.0,,,榮,15.0,86.0,1.0
890,943.0,29.0,,0.0,12854.0,1.0,0.0,0.0,,,,,康,15.0,0.0,1.0
891,,,,0.0,12780.0,1.0,0.0,0.0,0.0,0.0,,,康,15.0,0.0,1.0
892,,,,0.0,,,0.0,0.0,0.0,,,1021.0,康,15.0,0.0,1.0
893,,,,0.0,,,0.0,0.0,0.0,0.0,,,康,15.0,0.0,0.0
894,,,,0.0,,,0.0,0.0,0.0,0.0,1072.0,,康,15.0,0.0,1.0
895,,,,0.0,,,0.0,0.0,0.0,0.0,,,康,15.0,0.0,0.0
896,,,,0.0,12709.0,1.0,0.0,0.0,0.0,0.0,,,康,15.0,0.0,1.0
897,968.0,29.0,,0.0,11521.0,1.0,0.0,0.0,0.0,0.0,,,寇,15.0,0.0,1.0
898,961.0,1.0,,0.0,11975.0,1.0,0.0,0.0,961.0,63.0,,,寇,15.0,0.0,1.0
899,1004.0,1.0,,0.0,11175.0,1.0,0.0,0.0,1004.0,62.0,,,寇,15.0,0.0,1.0
900,941.0,12.0,15930.0,0.0,,,0.0,0.0,0.0,0.0,,,孔,15.0,0.0,0.0
901,1035.0,5.0,,0.0,100217.0,1.0,0.0,0.0,0.0,0.0,1065.0,1102.0,孔,15.0,14.0,1.0
902,1014.0,1.0,,0.0,100217.0,1.0,0.0,0.0,1014.0,61.0,,,孔,15.0,14.0,1.0
903,,,,0.0,,,0.0,0.0,0.0,0.0,,,蓋,15.0,0.0,0.0
904,,,,0.0,,,0.0,0.0,0.0,0.0,,,蓋,15.0,0.0,0.0
905,965.0,11.0,3441.0,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,高,15.0,42.0,1.0
906,,,,0.0,12624.0,1.0,0.0,0.0,0.0,0.0,,,高,15.0,0.0,0.0
907,,,,0.0,11168.0,1.0,0.0,0.0,0.0,0.0,,,高,15.0,0.0,0.0
908,,,916.0,0.0,11223.0,1.0,0.0,0.0,,,992.0,,高,15.0,0.0,1.0
910,,,,0.0,,,0.0,0.0,0.0,0.0,,,高,15.0,0.0,0.0
911,997.0,1.0,,0.0,12221.0,1.0,0.0,0.0,997.0,59.0,,,高,15.0,42.0,1.0
912,1092.0,11.0,3449.0,0.0,100179.0,1.0,0.0,0.0,0.0,0.0,,,高,15.0,42.0,0.0
913,980.0,13.0,,0.0,100585.0,1.0,0.0,0.0,,,1043.0,,高,15.0,0.0,1.0
914,936.0,1.0,,0.0,11927.0,1.0,0.0,0.0,936.0,50.0,,,高,15.0,42.0,1.0
915,,,,0.0,,,0.0,0.0,0.0,0.0,,,高,15.0,0.0,0.0
916,,,,0.0,11223.0,1.0,0.0,0.0,0.0,0.0,,,高,15.0,0.0,0.0
917,1111.0,13.0,,0.0,12449.0,1.0,0.0,0.0,,,1140.0,,高,15.0,42.0,1.0
918,1012.0,13.0,,0.0,12458.0,1.0,0.0,0.0,0.0,0.0,,,高,15.0,38.0,0.0
919,1031.0,5.0,,0.0,12624.0,1.0,0.0,0.0,0.0,0.0,1061.0,,高,15.0,0.0,1.0
920,,,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,高,15.0,42.0,0.0
921,1070.0,14.0,,0.0,12780.0,1.0,0.0,0.0,0.0,0.0,,,高,15.0,42.0,0.0
922,1058.0,5.0,,0.0,100011.0,1.0,0.0,0.0,0.0,0.0,1088.0,,高,15.0,0.0,1.0
923,,,,0.0,,,0.0,0.0,0.0,0.0,,,高,15.0,0.0,0.0
924,1030.0,1.0,,0.0,100669.0,1.0,0.0,0.0,1030.0,57.0,,,高,15.0,0.0,1.0
925,,,,0.0,,,0.0,0.0,0.0,0.0,,,高,15.0,0.0,0.0
926,1015.0,29.0,,0.0,12458.0,1.0,0.0,0.0,0.0,0.0,,,高,15.0,38.0,1.0
927,,,,0.0,100658.0,1.0,0.0,0.0,,58.0,1068.0,,高,15.0,42.0,1.0
928,1061.0,12.0,919.0,0.0,12624.0,1.0,0.0,0.0,0.0,0.0,,1130.0,高,15.0,0.0,1.0
929,,,,0.0,,,0.0,0.0,0.0,0.0,,,高,15.0,0.0,0.0
930,,,,0.0,,,0.0,0.0,0.0,0.0,,,葛,15.0,0.0,0.0
931,,,,0.0,,,0.0,0.0,0.0,0.0,,,耿,15.0,0.0,0.0
932,,,,0.0,,,0.0,0.0,0.0,0.0,,,耿,15.0,0.0,0.0
933,1015.0,29.0,,0.0,100037.0,1.0,0.0,0.0,,,,,耿,15.0,0.0,1.0
934,,,,0.0,,,0.0,0.0,0.0,0.0,,,耿,15.0,0.0,0.0
935,1023.0,5.0,,0.0,12761.0,1.0,0.0,0.0,,72.0,,,顧,15.0,0.0,1.0
936,1061.0,12.0,7265.0,0.0,12763.0,1.0,0.0,0.0,0.0,0.0,,,顧,15.0,0.0,0.0
937,1019.0,5.0,,0.0,12757.0,1.0,0.0,0.0,0.0,0.0,,,關,15.0,0.0,0.0
938,1070.0,28.0,17367.0,0.0,100673.0,1.0,0.0,0.0,0.0,0.0,,,管,15.0,0.0,0.0
939,,,,0.0,,,0.0,0.0,0.0,0.0,,,龔,15.0,0.0,0.0
940,,,,0.0,,,0.0,0.0,0.0,0.0,,1161.0,龔,15.0,0.0,1.0
941,1033.0,5.0,,0.0,12624.0,1.0,0.0,0.0,0.0,67.0,1078.0,1101.0,龔,15.0,0.0,1.0
942,992.0,13.0,,0.0,11206.0,1.0,0.0,0.0,,72.0,1023.0,,郭,15.0,20.0,1.0
943,935.0,1.0,,0.0,100550.0,1.0,0.0,0.0,935.0,76.0,,,郭,15.0,0.0,1.0
944,1048.0,29.0,,0.0,12951.0,1.0,0.0,0.0,,,,,郭,15.0,0.0,1.0
945,1095.0,28.0,19482.0,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,,,郭,15.0,0.0,0.0
946,1073.0,5.0,,0.0,13292.0,1.0,0.0,0.0,0.0,0.0,1103.0,,郭,15.0,0.0,1.0
947,997.0,5.0,,0.0,13294.0,1.0,0.0,0.0,0.0,0.0,,,郭,15.0,99.0,1.0
948,1077.0,29.0,,0.0,100650.0,1.0,0.0,0.0,0.0,0.0,,,郭,15.0,0.0,1.0
949,,,,0.0,,,0.0,0.0,0.0,0.0,,,郭,15.0,0.0,1.0
950,,,,0.0,,,0.0,0.0,0.0,0.0,,,郭,15.0,0.0,0.0
951,,,,0.0,,,0.0,0.0,0.0,0.0,,,郭,15.0,0.0,0.0
952,,,,0.0,,,0.0,0.0,0.0,0.0,,,郭,15.0,0.0,0.0
953,1052.0,11.0,3458.0,0.0,11206.0,1.0,0.0,0.0,0.0,0.0,,,郭,15.0,20.0,1.0
954,,,,0.0,,,0.0,0.0,0.0,0.0,,,郭,15.0,0.0,0.0
955,,,,0.0,,,0.0,0.0,0.0,0.0,,,郭,15.0,0.0,0.0
956,998.0,1.0,,0.0,11551.0,1.0,0.0,0.0,998.0,77.0,,,郭,15.0,0.0,1.0
957,1043.0,5.0,,0.0,100217.0,1.0,0.0,0.0,0.0,0.0,1086.0,1101.0,郭,15.0,0.0,1.0
958,,,,0.0,,,0.0,0.0,0.0,0.0,,,郭,15.0,0.0,1.0
959,,,,0.0,13292.0,1.0,0.0,0.0,0.0,0.0,,,郭,15.0,0.0,0.0
960,1038.0,11.0,19498.0,0.0,13292.0,1.0,0.0,0.0,0.0,0.0,,,郭,15.0,0.0,0.0
961,1082.0,12.0,316.0,0.0,11478.0,1.0,0.0,0.0,0.0,0.0,,,郭,15.0,0.0,1.0
962,1052.0,5.0,,0.0,100662.0,1.0,0.0,0.0,,,1086.0,,來,15.0,0.0,1.0
963,960.0,1.0,,0.0,100065.0,1.0,0.0,0.0,960.0,76.0,,,藍,15.0,0.0,1.0
964,975.0,1.0,,0.0,100512.0,1.0,0.0,0.0,975.0,89.0,,,郎,15.0,0.0,1.0
965,978.0,27.0,967.0,0.0,11903.0,1.0,0.0,0.0,0.0,0.0,,,雷,15.0,37.0,1.0
966,,,,0.0,,,0.0,0.0,0.0,0.0,,,雷,15.0,0.0,0.0
967,918.0,1.0,,0.0,11966.0,1.0,0.0,0.0,918.0,75.0,,,雷,15.0,37.0,1.0
968,947.0,1.0,,0.0,11966.0,1.0,0.0,0.0,947.0,59.0,,,雷,15.0,37.0,1.0
969,1037.0,5.0,,0.0,12925.0,1.0,0.0,0.0,0.0,0.0,,,黎,15.0,0.0,1.0
970,1030.0,19.0,,0.0,12435.0,1.0,0.0,0.0,0.0,0.0,,,李,15.0,0.0,1.0
971,1027.0,1.0,,0.0,100185.0,1.0,0.0,0.0,1027.0,64.0,,,李,15.0,15.0,1.0
972,967.0,23.0,,0.0,100357.0,1.0,0.0,0.0,0.0,0.0,,,李,15.0,81.0,0.0
